Neighborhood,Borough,Rent 1BD,Average Distance to Subway (miles),Crime,Dist. from Midtown (miles),Venue density
Richmond Hill,Queens,0.9570852534562213,0.9461883408071748,0.943714421414341,0.4223602484472049,0.18181818181818177
Ridgewood,Queens,0.8715437788018433,0.9506726457399103,0.9711307655783211,0.6583850931677019,0.43434343434343425
Rikers Island,Bronx,0.878168202764977,0.6457399103139013,0.996163649157605,0.639751552795031,
Riverdale,Bronx,0.8836405529953917,0.8295964125560538,1.0,0.3788819875776397,0.050505050505050386
Rockaway Beach,Queens,0.9147465437788018,0.9551569506726457,0.8737975134016589,0.08074534161490676,0.18181818181818177
Rockaway Park,Queens,0.9254032258064516,0.9596412556053812,0.9813800788344118,0.0993788819875776,0.2929292929292928
Roosevelt Island,Manhattan,0.5316820276497696,0.9327354260089686,0.9981711585571931,0.8944099378881988,0.2929292929292928
Rosedale,Queens,0.878168202764977,0.19730941704035876,0.984804680355772,0.11180124223602472,0.09090909090909083
Schuylerville,Bronx,0.9493087557603688,0.8968609865470852,0.992441356879095,0.40993788819875776,0.11111111111111105
Sea Gate,Brooklyn,0.8735599078341014,0.7130044843049327,0.9951604427717232,0.22360248447204967,0.08080808080808077
Sheepshead Bay,Brooklyn,0.9351958525345623,0.8968609865470852,0.9702184844135746,0.30434782608695643,0.3535353535353535
SoHo,Manhattan,0.23531105990783419,0.9910313901345291,0.8802321809648518,0.84472049689441,1.0
Soundview,Bronx,0.9913594470046083,0.9327354260089686,0.8769932591283467,0.5341614906832298,0.19191919191919182
South Ozone Park,Queens,0.8752880184331797,0.7802690582959642,0.9679111073264406,0.3416149068322981,0.04040404040404033
South Slope,Brooklyn,0.6255760368663594,0.9820627802690582,0.9840108901230362,0.608695652173913,0.9090909090909091
Springfield Gardens,Queens,0.8752880184331797,0.3228699551569507,0.9508000318329363,0.21118012422360233,0.04040404040404033
Spuyten Duyvil,Bronx,0.9245391705069125,0.8923766816143498,0.9972194685801974,0.4347826086956522,0.08080808080808077
St. Albans,Queens,0.8752880184331797,0.6681614349775784,0.9349911786537519,0.24844720496894412,0.06060606060606055
Stuyvesant Town,Manhattan,0.2805299539170508,0.9417040358744395,0.9937690389745223,0.8881987577639752,0.4949494949494949
Sunnyside,Queens,0.8747119815668203,0.9372197309417041,0.9812379494934973,0.7826086956521738,0.23232323232323226
Sunset Park,Brooklyn,0.9334677419354839,0.9506726457399103,0.9362540373570384,0.5465838509316769,0.21212121212121204
Theater District,Manhattan,0.23531105990783419,1.0,0.8240446989966748,1.0,1.0
Throgs Neck,Bronx,0.9654377880184333,0.6188340807174888,0.9549882917921771,0.3975155279503104,0.1717171717171716
Tremont,Bronx,0.9639976958525346,0.8923766816143498,0.7529635615768661,0.5279503105590062,0.18181818181818177
Tribeca,Manhattan,1.1102230246251565e-16,0.9955156950672646,0.8577403451612576,0.8198757763975155,1.0
Two Bridges,Manhattan,0.5466589861751152,0.9417040358744395,0.8875368007097851,0.8012422360248448,0.4545454545454545
Unionport,Bronx,0.9654377880184333,0.9192825112107623,0.96036579383684,0.4658385093167702,0.2727272727272727
University Heights,Bronx,0.9726382488479263,0.9506726457399103,0.741480982604573,0.515527950310559,0.11111111111111105
Upper East Side,Manhattan,0.5846774193548387,0.968609865470852,0.9410726599533591,0.8944099378881988,1.0
Upper West Side,Manhattan,0.4735023041474654,0.968609865470852,0.9305343900051781,0.8819875776397516,0.9191919191919192
Van Cortlandt Park,Bronx,0.9236751152073733,0.852017937219731,0.9954110491388731,0.3229813664596273,0.09090909090909083
Van Nest,Bronx,0.9642857142857143,0.9327354260089686,0.9326500348195981,0.4658385093167702,0.4444444444444444
Vinegar Hill,Brooklyn,0.2445276497695853,0.9372197309417041,0.7198230306028024,0.7639751552795031,0.5555555555555556
Wakefield,Bronx,0.9778225806451613,0.9417040358744395,0.8873415390167023,0.27329192546583836,0.14141414141414133
Washington Heights,Manhattan,0.8911290322580645,0.9775784753363229,0.8484657680104957,0.6024844720496894,0.7474747474747474
West Farms,Bronx,0.9746543778801844,0.9730941704035875,0.8332953400897632,0.5031055900621118,0.202020202020202
West Village,Manhattan,0.3119239631336407,0.9730941704035875,0.8967197005126308,0.8881987577639752,1.0
Westchester Square,Bronx,0.9493087557603688,0.9596412556053812,0.949293728159714,0.4347826086956522,0.33333333333333326
Whitestone,Queens,0.9251152073732719,0.5426008968609866,0.9929662524461771,0.4347826086956522,0.3535353535353535
Williamsbridge,Bronx,1.0,0.9282511210762332,0.8737318118957278,0.3416149068322981,0.08080808080808077
Williamsburg,Brooklyn,0.5492511520737328,0.9596412556053812,0.9380440264203768,0.7701863354037267,0.8484848484848485
Windsor Terrace,Brooklyn,0.7580645161290323,0.9730941704035875,0.9902489746031938,0.5590062111801242,0.202020202020202
Woodhaven,Queens,0.9233870967741936,0.9551569506726457,0.989099375301789,0.5031055900621118,0.303030303030303
Woodlawn,Bronx,0.9495967741935485,0.9103139013452914,0.9742820919880479,0.3229813664596273,
Woodside,Queens,0.9112903225806452,0.968609865470852,0.9414443326572229,0.732919254658385,0.4747474747474747
